student_id,guardian_id,relationship,is_primary_contact,is_emergency_contact
6785,2736,FATHER,true,false
6785,2737,MOTHER,false,false
6786,2737,MOTHER,false,false
6786,3049,FATHER,true,false
6787,3526,FATHER,true,false
6787,3527,MOTHER,false,false
6788,2820,FATHER,true,false
6788,2821,MOTHER,false,false
6792,2870,FATHER,true,false
6792,2871,MOTHER,false,false
6799,2991,MOTHER,false,false
6806,3439,FATHER,true,false
6809,3149,FATHER,true,false
6809,3150,MOTHER,false,false
6821,2755,FATHER,true,false
6821,2756,MOTHER,false,false
6825,2872,FATHER,true,false
6825,2873,MOTHER,false,false
6826,2872,FATHER,true,false
6826,2873,MOTHER,false,false
6835,3004,MOTHER,false,false
6841,2974,FATHER,true,false
6841,2975,MOTHER,false,false
6852,3050,FATHER,true,false
6855,2976,FATHER,true,false
6860,3622,FATHER,true,false
6869,3764,FATHER,true,false
6869,3765,MOTHER,false,false
6879,3375,FATHER,true,false
6879,3376,MOTHER,false,false
6888,2919,FATHER,true,false
6888,2920,MOTHER,false,false
6889,2919,FATHER,true,false
6889,2920,MOTHER,false,false
6902,2874,MOTHER,false,false
6908,2875,FATHER,true,false
6908,2876,MOTHER,false,false
6918,3772,FATHER,true,false
6928,3005,FATHER,true,false
6928,3006,MOTHER,false,false
6931,3120,FATHER,true,false
6931,3121,MOTHER,false,false
6932,2891,FATHER,true,false
6932,2892,MOTHER,false,false
6935,3151,FATHER,true,false
6935,3152,MOTHER,false,false
6942,2877,FATHER,true,false
6946,3754,FATHER,true,false
6946,3755,MOTHER,false,false
6947,3754,FATHER,true,false
6947,3755,MOTHER,false,false
6949,2893,FATHER,true,false
6960,2934,FATHER,true,false
6961,2828,FATHER,true,false
6961,2829,MOTHER,false,false
6962,3417,FATHER,true,false
6962,3418,MOTHER,false,false
6963,3417,FATHER,true,false
6963,3418,MOTHER,false,false
6966,3568,FATHER,true,false
6966,3569,MOTHER,false,false
6972,2878,MOTHER,false,false
6973,3051,MOTHER,false,false
6974,2911,FATHER,true,false
6974,2912,MOTHER,false,false
6977,3021,FATHER,true,false
6977,3022,MOTHER,false,false
6996,3623,FATHER,true,false
6996,3624,MOTHER,false,false
6997,2761,FATHER,true,false
6997,2762,MOTHER,false,false
