C.C.,CSV Receivable,DB Calculated Total,Match,Difference,PAID Count,ISSUED Count,NOT_ISSUED Count,PARTIALLY_PAID Count,DISCOUNT Count,UNKNOWN Count,Details
4870,5392,5392,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5392)"
5347,19995,19995,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19995)"
5386,110875,107850,MISMATCH,-3025,0,4,2,0,0,0,"ISSUED(+17975) | NOT_ISSUED(+17975) | NOT_ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975)"
6647,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6963,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7029,18975,18975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+18975)"
7367,45950,45950,MATCH,0,2,1,1,0,0,0,"ISSUED(+22975) | NOT_ISSUED(+22975)"
7467,50925,50925,MATCH,0,0,2,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975)"
7555,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7625,19575,19575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19575)"
7627,17575,17575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17575)"
4348,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
4353,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
4431,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
4467,22975,22975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+22975)"
5133,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5208,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5371,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5422,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
5536,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5761,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5828,17975,35950,MISMATCH,17975,1,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
5983,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
6213,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6271,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6482,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
6771,23175,23175,MATCH,0,1,0,1,1,0,0,"NOT_ISSUED(+19975) | PARTIALLY_PAID(+3200)"
6791,75900,75900,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975) | ISSUED(+18975)"
6806,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7111,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7173,19975,19975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+19975)"
7274,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7287,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7382,50925,50925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
7432,47925,47925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+15975) | ISSUED(+15975) | ISSUED(+15975)"
7438,33950,33950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
7444,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7450,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7457,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
7469,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7561,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7652,24316,24316,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+24316)"
7719,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7732,35950,35950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7733,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
7671,18575,18575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18575)"
7001,19975,19975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+19975)"
7223,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7369,18975,18975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+18975)"
7377,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7386,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7427,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7447,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7462,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7531,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7637,8288,8288,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+8288)"
7653,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7669,16575,16575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16575)"
7691,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7729,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7317,59900,59900,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975) | ISSUED(+14975) | ISSUED(+14975)"
7345,50925,50925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
7414,19575,19575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19575)"
7463,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7527,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7617,14575,14575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14575)"
7676,6000,6000,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+6000)"
7715,33150,33150,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+16575) | ISSUED(+16575)"
6628,55900,55900,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975)"
6997,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7018,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7022,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7049,12975,12975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12975)"
7135,20975,20975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+20975)"
7165,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7201,16975,16975,MATCH,0,5,0,1,0,0,0,"NOT_ISSUED(+16975)"
7313,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7342,5092,5092,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5092)"
7351,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7385,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7522,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7536,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
7597,12575,12575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12575)"
7619,14575,14575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14575)"
7655,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7682,16575,16575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16575)"
7759,12575,12575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12575)"
7749,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7750,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7083,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7134,20975,20975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+20975)"
7226,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7233,13832,13832,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13832)"
7251,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7268,10975,10975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+10975)"
7300,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7319,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7323,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7359,12975,12975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12975)"
7373,27950,27950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+13975) | ISSUED(+13975)"
7374,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7389,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7390,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7428,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7445,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7446,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7002,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7006,20815,20815,MATCH,0,1,0,1,1,0,0,"NOT_ISSUED(+15975) | PARTIALLY_PAID(+4840)"
7016,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7064,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7085,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
7149,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7177,5975,5975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5975)"
7217,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7235,35950,35950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7301,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7326,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7355,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7406,35950,35950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7422,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7443,66300,66300,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+16575) | ISSUED(+16575) | ISSUED(+16575) | ISSUED(+16575)"
7458,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
7548,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7694,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7643,15550,15550,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15550)"
6749,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
6826,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6908,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
6972,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7102,32950,33950,MISMATCH,1000,1,1,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975)"
7283,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
7578,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7629,10575,10575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+10575)"
6739,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6909,35950,35950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
6932,50925,50925,MATCH,0,0,2,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975)"
6942,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6949,18955,24430,MISMATCH,5475,2,1,1,0,0,0,"ISSUED(+6455) | NOT_ISSUED(+17975)"
6957,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7027,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
7084,928,1856,MISMATCH,928,3,1,1,0,0,0,"NOT_ISSUED(+928) | ISSUED(+928)"
7090,15975,14975,MISMATCH,-1000,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
7190,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7292,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6622,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6688,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6738,50925,84875,MISMATCH,33950,0,4,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
6743,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6974,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7035,35950,35950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7059,49925,33350,MISMATCH,-16575,2,1,1,0,0,0,"NOT_ISSUED(+16675) | ISSUED(+16675)"
7062,8975,8975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+8975)"
7116,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7243,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7269,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7354,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7436,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7437,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
7677,6000,6000,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+6000)"
6761,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6924,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
7112,35950,35950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975)"
7114,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7169,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7171,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7430,29950,29950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975)"
7453,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7568,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7585,43725,43725,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+14575) | ISSUED(+14575) | ISSUED(+14575)"
7592,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7613,25150,25150,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+12575) | ISSUED(+12575)"
7621,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7678,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
6220,55900,55900,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975) | ISSUED(+13975)"
6393,17975,16975,MISMATCH,-1000,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6536,50925,50925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
6615,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
6671,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7120,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7132,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7263,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7346,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7358,12975,12975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12975)"
7611,25150,25150,MATCH,0,2,1,1,0,0,0,"ISSUED(+12575) | NOT_ISSUED(+12575)"
7658,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
6461,31950,31950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+15975) | ISSUED(+15975)"
6741,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6756,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6704,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6788,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6816,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
6841,4792,4792,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+4792)"
6601,13675,13675,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13675)"
7347,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7393,50925,84875,MISMATCH,33950,0,4,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
7420,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7723,21219,21219,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+21219)"
7734,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
6399,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6514,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6621,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6649,15815,15815,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15815)"
6653,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
6730,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
6766,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6779,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6799,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7129,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7245,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7318,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7624,12575,12575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+12575)"
7722,21219,21219,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+21219)"
6377,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6397,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6695,67900,67900,MATCH,0,0,3,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
6821,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
6835,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
6928,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6934,33950,33950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
6998,53925,53925,MATCH,0,0,2,1,0,0,0,"NOT_ISSUED(+17975) | ISSUED(+17975) | ISSUED(+17975)"
7026,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
7186,19975,19975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+19975)"
7216,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7288,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7348,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7368,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7431,29950,29950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975)"
6366,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6449,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6513,29950,29950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975)"
6682,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6680,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
6747,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6825,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6977,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7175,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
7327,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7684,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
6367,5392,5392,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+5392)"
6323,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6432,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
6679,31950,31950,MATCH,0,2,1,1,0,0,0,"NOT_ISSUED(+15975) | ISSUED(+15975)"
7028,15975,15975,MATCH,0,4,0,1,0,0,0,"NOT_ISSUED(+15975)"
7106,14975,14975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14975)"
7566,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7633,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7651,24316,24316,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+24316)"
6381,143775,0,MISMATCH,-143775,0,0,0,0,0,0,""
6593,13975,13975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+13975)"
6607,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6611,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6670,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6693,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
6767,-47925,31950,MISMATCH,79875,1,1,1,0,0,0,"NOT_ISSUED(+15975) | ISSUED(+15975)"
6852,22755,22755,MATCH,0,1,0,1,1,0,0,"NOT_ISSUED(+14975) | PARTIALLY_PAID(+7780)"
6973,17975,17975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+17975)"
7021,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7236,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7259,15325,15325,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15325)"
7297,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
7314,14975,14975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14975)"
7575,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
7618,14575,14575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+14575)"
7638,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
5816,9950,9950,MATCH,0,1,1,1,0,0,0,"NOT_ISSUED(+4975) | ISSUED(+4975)"
5863,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
5874,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
5877,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
5896,50925,67900,MISMATCH,16975,0,3,1,0,0,0,"ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
5981,16975,16975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16975)"
6089,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6130,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6136,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6222,15975,15975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+15975)"
6398,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6557,33950,33950,MATCH,0,3,1,1,0,0,0,"NOT_ISSUED(+16975) | ISSUED(+16975)"
6606,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
6700,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7099,101850,101850,MATCH,0,0,5,1,0,0,0,"ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975) | NOT_ISSUED(+16975) | ISSUED(+16975) | ISSUED(+16975)"
7181,17975,17975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+17975)"
7357,16975,16975,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16975)"
7576,16575,16575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+16575)"
7672,16575,16575,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+16575)"
7685,14575,14575,MATCH,0,2,0,1,0,0,0,"NOT_ISSUED(+14575)"
5657,59900,59900,MATCH,0,0,3,1,0,0,0,"NOT_ISSUED(+14975) | ISSUED(+14975) | ISSUED(+14975) | ISSUED(+14975)"
5783,15975,15975,MATCH,0,3,0,1,0,0,0,"NOT_ISSUED(+15975)"
